pH,TDS,EC,TH,Ca,Mg,CO3,HCO3,NA,K,CHLORIDE,SULPHATE,NITRATE,FLUORIDE,Actual_Values,Predicted_Values
-1.2792073801375714,-0.29837367150451966,-0.3583999921680872,-0.40449944517048153,-0.6229196006615823,-0.2851771062870833,-0.5001549403096306,0.5467222547405965,-0.47962226170508143,0.9482048851139874,0.6160965156543043,0.7344264576841121,0.0811339800347622,0.23576786160659585,126.93,108.67
0.37977490437400624,0.8617351241878645,0.47080955370603855,-0.18653151877446414,-0.3767546239427394,-0.09953549970130884,-0.5001549403096306,-0.7607557854126682,-1.1377900368916163,1.84381641245236,-0.3217308454666064,0.770537919445486,0.020605455246923834,-0.8522977736114438,156.16,144.2
-0.4804381320394051,-0.06515592391687541,-0.20956750957529538,-0.49791427076877465,-0.5408646084219679,-0.4317362693811158,-0.5001549403096306,-1.9081344737104309,3.066256627112375,0.23171566324328935,1.8040111730741246,0.5538691488772426,0.6864192279131458,0.3503010863663893,133.64,121.75
1.0556565758416825,-0.970519179936602,2.5058659483421715,-0.6224673715664989,-0.32205129578299657,-0.6662309303315678,-0.5001549403096306,-1.4278364181439256,1.0917533015527705,1.84381641245236,0.258828949513005,0.6215781396798187,2.3206893971847817,-0.0505652002928885,155.37,156.02
0.3183311160587612,-0.5674710725671861,-0.5527934388198968,-0.5913290963670679,-0.7049745929011965,-0.49035993461872884,-0.5001549403096306,-0.04030870206290983,-0.5372119420339032,0.2675401243368242,1.7325576598458647,-0.5836418966060352,-0.10045159432875289,-0.42279818076221787,84.69,82.53
0.4412186926892485,-0.29837367150451966,-0.35232519696021813,-0.5601908211676367,-0.4861612802622251,-0.5294423781104708,-0.5001549403096306,-0.7607557854126682,0.1785455134814534,-0.1265289476920597,-0.6789984116079057,0.9059559010506381,1.7154041493063978,1.037500434925151,100.48,93.63
0.41049679853162735,-1.0279266254966375,-0.8170470303622007,-0.4667759955693436,-0.2399963035433823,-0.5001305454916644,-0.5001549403096306,-0.840805461340419,0.8367132886679882,2.7394279397907324,2.161278739215424,-0.6739205510094698,1.8364611988820747,2.240099294902985,149.36,131.73
-0.8491008619308671,-0.44787222765044543,-0.4981202819490754,-0.3422228947716194,-0.3767546239427394,-0.29494771716001883,-0.5001549403096306,-1.1610041650514227,1.5442436469935132,1.9871142568264997,0.8393887444926165,-1.1749670829485326,1.6548756245185596,0.14986794303675055,140.52,144.22
-1.4635387450833037,2.087623284584456,1.348617461243117,3.425508404359538,4.218324941475659,2.7925653186875987,-0.5001549403096306,-0.46724030701091473,-0.6441642055017152,-0.4489490975338738,0.9287056360279413,-1.4728866424798672,0.6258907031253075,0.3503010863663893,269.06,261.32
-1.7707576866595207,-0.7050097442214378,-0.6454340657398999,-0.030840142777308868,0.0061686731754605085,-0.040911834463695854,-0.5001549403096306,-0.7340725601034177,-0.5618932336033983,-0.1265289476920597,-0.6789984116079057,-1.5767070950438171,1.9575182484577514,0.14986794303675055,109.77,103.76
-1.4635387450833037,2.0158639776344116,1.2726825211447537,1.9620094699862787,0.8540702596514747,2.1574756119467913,-0.5001549403096306,0.2798900016480936,0.5076294010747209,-0.8430181695627578,-0.7236568573755682,1.4476278274712464,-0.16098011911659124,0.23576786160659585,265.84,230.46
-0.17321919046318812,-0.40003268968374917,-0.4373723298703849,-0.3422228947716194,-0.10323798314402519,-0.3926538258893738,-0.5001549403096306,-1.1343209397421723,-1.220061008789933,0.5899602741786384,0.27222648324330373,1.2219311914626596,0.5048336535496307,-0.07919850648283662,131.26,113.7
-0.3882724495665389,-0.40003268968374917,-0.4100357514349741,-0.18653151877446414,-0.07588631906415376,-0.20701221930359934,-0.5001549403096306,-1.0809544891236715,1.0917533015527705,-0.1265289476920597,-0.23241395393128156,1.4340860293107314,0.0811339800347622,0.4362010049362346,124.65,121.39
-1.156319803507084,0.0006234407873319284,-0.14578215989267032,0.28054260921700164,0.6899602751722461,0.10564732863033664,-0.5001549403096306,-0.14704160329991112,0.2854977769492653,-0.8430181695627578,-1.572167326961154,1.628185136278116,2.260160872396943,0.4075676987462862,153.13,134.03
0.13399975111303156,0.8318354129586792,0.15795760050078234,0.1248512332198464,0.5532019547728889,-0.040911834463695854,-0.5001549403096306,-0.2537745045369124,-0.6441642055017152,0.5899602741786384,0.12485361221001778,2.4406930259090287,-1.129436515722005,1.6101665587241192,165.94,150.06
1.2399879407874148,-1.0775601461370847,-0.9877487757033211,-0.7470204723642231,-0.869084577380425,-0.6271484868398258,-0.5001549403096306,-0.9475383625774201,0.5076294010747209,-0.735544786282153,-0.8576321946785553,-1.4864284406403825,1.8364611988820747,1.667433171104016,61.01,70.85
-1.617148215871412,1.2803310813964566,0.7563249284758841,1.6194884427925371,1.5652135257281317,1.4735328508413064,-0.5001549403096306,0.14647387510184207,1.0917533015527705,0.9840293462075224,-0.6343399658402433,-0.1683600863502353,2.3206893971847817,1.8105997020537583,208.03,229.7
-1.156319803507084,-1.169651256722975,-0.9859263371409603,-0.7781587475636541,-0.9921670657398464,-0.622263181403358,-0.5001549403096306,-1.2410538409791736,1.659423007651157,0.23171566324328935,1.160929554019786,-1.084688428545098,1.896989723669913,1.8964996206236036,88.96,89.53
-1.217763591822329,-0.6751100329922526,-0.6317657765221946,-0.2799463443727573,-0.3767546239427394,-0.21678283017653485,-0.5001549403096306,-0.5206067576294154,0.26081648537977026,2.7394279397907324,-1.3176141860854782,-1.1298277557468153,1.2917044757915295,1.3238334968246355,133.29,123.63
0.5333843751621147,0.06640280549153928,-0.2551284736343133,0.06257468282098429,-0.2399963035433823,0.16427099386794963,-0.5001549403096306,-0.8941719119589197,-0.9732480930949826,-0.1265289476920597,0.7054134071896292,0.5538691488772426,-0.28203716869226797,0.3503010863663893,132.29,136.12
-0.6954913911427586,0.7421362792711238,0.46169736089423496,-0.1553932435750331,-0.3767546239427394,-0.06045305620956685,-0.5001549403096306,-0.0669919273721605,1.8239649514477905,0.5899602741786384,-0.1832896635868529,0.18372666582316016,0.5048336535496307,-0.16509842505268194,152.11,139.7
-1.156319803507084,-0.017316385950179165,-0.20653011197136087,0.4050957100147259,1.2369935567696746,0.06656488513859464,-0.5001549403096306,-0.20040805391841202,1.5853791329426716,2.7394279397907324,0.15164867967061524,-0.4437099822807113,0.14166250482260057,0.3503010863663893,189.76,186.41
0.4412186926892485,-0.8186286468923414,-0.6985885238087541,-0.6224673715664989,-0.677622928821325,-0.5392129889834063,-0.5001549403096306,0.013057748555590576,-0.8909771211966657,2.0229387179200344,0.4910528675048496,0.28303318566693836,-0.7057368422071365,-1.3963305912204638,109.44,109.77
0.226165433585895,0.23384118837497614,0.10632184123389538,-0.9649883987602405,-1.2246562104187535,-0.7737076499338583,1.1130899161792758,0.5734054800498467,1.2480681481595726,0.9482048851139874,0.9867616155259025,-0.7190598782111872,-0.10045159432875289,-1.3676972850305154,101.18,90.86
1.8544258239398541,0.760076106008635,0.3918372160037409,-1.011695811559387,-1.252007874498625,-0.8225607042985358,3.187261874522156,0.6534551559775978,-0.6441642055017152,2.8110768619778024,-1.1568437813218935,-0.4121124532395091,0.6258907031253075,-1.0527309169410828,154.94,110.82
0.07255596279778653,-0.6033507260422082,-0.7152942106303941,-0.9027118483613783,-1.0058428977797822,-0.7737076499338583,0.6521628143253027,-0.09367515268141072,-1.1789255228407747,3.384268239474361,1.7280918152690985,0.5493552161570708,-0.46362274305578305,0.035334718276956806,120.66,108.6
1.3014317291026571,-0.40003268968374917,-0.5558308364238315,-0.1553932435750331,0.5258502906930176,-0.38288321501643835,-0.5001549403096306,-0.8941719119589197,-0.9732480930949826,-0.019055564411454975,0.665220805998733,1.4476278274712464,0.5048336535496307,-0.6232313240918566,116.45,117.51
-1.217763591822329,1.2863110236422937,0.8261850733663781,0.9967229388039159,1.5652135257281317,0.6918839810064666,-0.5001549403096306,-0.2537745045369124,-0.6441642055017152,0.19589120214975445,0.23203388205240758,-1.0801744958249262,1.896989723669913,0.035334718276956806,203.43,219.35
0.37977490437400624,0.3175603798166946,0.08506005800635369,-0.5913290963670679,-0.7323262569810679,-0.48058932374579333,-0.5001549403096306,-0.04030870206290983,0.26081648537977026,-0.019055564411454975,-0.22794810935451532,1.2986680477055792,-0.7662653669949748,-0.33689826219237257,98.89,91.5
0.07255596279778653,-0.4060126319295862,-0.4616715107018611,-0.5601908211676367,-0.7870295851408108,-0.42196565850818035,-0.5001549403096306,-0.09367515268141072,-0.6523913026915469,0.23171566324328935,-1.1747071596289584,0.7253985922437686,0.020605455246923834,0.035334718276956806,90.55,86.29
1.086378469999309,-1.3454615587505838,-1.1059035424963741,-0.9338501235608094,-0.9784912336999106,-0.8225607042985358,-0.5001549403096306,-1.9081344737104309,-0.9732480930949826,0.37501350761742897,-0.9960733765583089,1.6236712035579441,2.925974645063165,-0.6232313240918566,126.9,115.05
-0.8491008619308671,0.4909787049459685,0.17921938372832402,0.6230636364107432,1.2369935567696746,0.3401419895807886,-0.5001549403096306,0.013057748555590576,1.0835262043629388,3.0618480896325466,1.2413147564015783,0.7253985922437686,0.6258907031253075,-0.16509842505268194,181.62,178.67
